Token;Número de documentos;Posición del primer registro
amikorkiderult;1;7071118
amohi;1;7071119
amortizacioselemek;1;7071120
amortizacioselszamolasok;1;7071121
amunkaanyag;1;7071122
amunkanelkuliseg;3;7071123
amunkavallalok;1;7071126
amunkavallalokat;1;7071127
analfabetizmus;1;7071128
annakdeklaralasat;1;7071129
apatikaszerek;1;7071130
apuspok;2;7071131
arak;11;7071133
aron;13;7071144
arulasa;2;7071157
atalakitast;1;7071159
atelevision;1;7071160
atervek;1;7071161
athelyezeset;1;7071162
atlaga;3;7071163
atlagat;2;7071166
atomeromu;2;7071168
atorveny;2;7071170
atulajdonnak;1;7071172
atvenne;1;7071173
augusztus;13;7071174
avval;10;7071187
azinternet;2;7071197
azmdnp;2;7071199
azadoeltitkolas;1;7071201
azadohivatal;2;7071202
azamerikai;3;7071204
aziden;1;7071207
azigazsag;1;7071208
azigeretekkel;1;7071209
azinflacio;5;7071210
azonprivatizacio;1;7071215
azta;1;7071216
azutan;15;7071217
azutcara;1;7071232
baj;12;7071233
bajor;3;7071245
banki;5;7071248
bearamlasa;1;7071253
becsulterteke;1;7071254
beenused;1;7071255
befejezeserol;1;7071256
befejezodott;2;7071257
befektetesi;6;7071259
befekteto;3;7071265
befizetett;5;7071268
behodoltak;1;7071273
behoztak;1;7071274
bejelentette;22;7071275
bekeertnyilatkozatot;1;7071297
beket;3;7071298
belekivan;1;7071301
ber;5;7071302
beremeles;5;7071307
beszamoloi;6;7071312
beszelo;4;7071318
bevetel;7;7071322
bevezetesemiatt;1;7071329
bezarni;1;7071330
birosagi;5;7071331
birosagokat;2;7071336
bizalomindexenek;1;7071338
bizik;4;7071339
bizonyitek;5;7071343
biztositottak;1;7071348
bocsat;2;7071349
bombazni;1;7071351
bombazzanak;1;7071352
boruljanak;1;7071353
brit;8;7071354
brusszeli;6;7071362
budapestinagykovetseget;1;7071368
bunhodni;1;7071369
bunozes;8;7071370
bunsegedet;1;7071378
bunszovetsegben;1;7071379
uzletszeruen;1;7071380
buntetopere;1;7071381
bunuldozoszervektol;1;7071382
burzsoa;1;7071383
konyvebol;2;7071384
cafoljak;1;7071386
cegek;13;7071387
celbol;5;7071400
celkituzeseineksikereben;1;7071405
celokat;3;7071406
cenzurakiserlet;1;7071409
cimmel;16;7071410
csalashoz;1;7071426
csatlakozni;5;7071427
csillaggal;1;7071432
csinalni;8;7071433
csoda;6;7071441
csoportja;7;7071447
csoportjait;1;7071454
csucsan;2;7071455
csupanannyit;1;7071457
fenykepezni;1;7071458
delutanihatarozathozatalok;1;7071459
demokraciaban;9;7071460
derul;5;7071469
diplomaciai;11;7071474
diplomatak;4;7071485
diszkiadasuemleklapjat;1;7071489
egeszsegugyi;16;7071490
dogmaja;1;7071506
dolgozoja;1;7071507
dolgozott;5;7071508
dollarkotheto;1;7071513
dollarkotvenyt;1;7071514
dontesnek;1;7071515
dump;1;7071516
dusseldorfi;1;7071517
ebbol;26;7071518
eddiginel;1;7071544
egeszsegbiztositasi;8;7071545
egeszsegbiztosito;3;7071553
egeszsegbiztositogyogyszertamogatasi;1;7071556
egeszsegugyiberemeles;1;7071557
egyelore;12;7071558
egyenranguan;1;7071570
egyetemes;5;7071571
egyetlenorientacios;1;7071576
egykormanyban;1;7071577
egynegyede;1;7071578
egynormalis;1;7071579
egyseget;4;7071580
egyszeruen;17;7071584
ekesitett;1;7071601
eladasaval;2;7071602
eladosodas;4;7071604
elegedettsegiindexeinek;1;7071608
elegitettevolna;1;7071609
elelmiszeripar;1;7071610
elereseerdekeben;1;7071611
elereset;2;7071612
elerni;10;7071614
elfogadhatatlannak;10;7071624
elfogadjak;2;7071634
elhanyagolhato;2;7071636
elhiszi;3;7071638
elkepzelheto;5;7071641
elkepzelhetonek;3;7071646
elkeszitesekor;1;7071649
elkovetett;12;7071650
elkovetettmerenylet;1;7071662
ellenezne;1;7071663
elleni;27;7071664
elleninyomozohivatalt;1;7071691
ellenkezojet;4;7071692
kimondja;5;7071696
ellenorizzek;2;7071701
ellentetben;10;7071703
ellenzeki;26;7071713
ellenzeserol;1;7071739
alkotmanymodositast;1;7071740
elnokekedden;1;7071741
elnokeodanyilatkozott;1;7071742
elnoksegnem;1;7071743
elodjetol;1;7071744
eloszobajaban;1;7071745
elotti;14;7071746
elotttortenik;1;7071760
elozo;25;7071761
elrendeleset;1;7071786
elterjedt;5;7071787
eluralkodott;1;7071792
elvesztette;3;7071793
emberek56;1;7071796
emelkedik;5;7071797
emelkedika;1;7071802
emelt;8;7071803
emelte;7;7071811
emit;1;7071818
emleknappanyilvanitotta;1;7071819
energiaszektor;4;7071820
engedmemnytjelentette;1;7071824
engedmenyek;1;7071825
ennyi;12;7071826
erdekcsoportokmerkozesenek;1;7071838
erdekeit;13;7071839
erdekek;10;7071852
erdekli;3;7071862
eredmeny;7;7071865
eredmenyekeppen;2;7071872
erejetvesztette;1;7071874
erkezettvalasz;1;7071875
erkezik;3;7071876
erkeztekvolna;1;7071879
erofeszitesek;2;7071880
erok;19;7071882
erositene;1;7071901
errevan;1;7071902
ertekben;4;7071903
erteke;6;7071907
ertekeket;5;7071913
ertekudokumentumokat;1;7071918
ertekuvolt;1;7071919
ervenyesult;2;7071920
ervenyre;1;7071922
erzekelteti;1;7071923
esbelso;1;7071924
esegyeb;1;7071925
eselyei;7;7071926
estemegtargyalta;1;7071933
europaiintegracioja;1;7071934
ezaltalcsokken;1;7071935
ezeket;23;7071936
faradt;1;7071959
februarban;4;7071960
fedezetet;2;7071964
fejeben;5;7071966
fejezik;1;7071971
fejlodesben;1;7071972
fejtegette;1;7071973
felbukkano;1;7071974
feladatot;7;7071975
felallitando;2;7071982
felallitasa;5;7071984
felel;11;7071989
felelospolitikusok;1;7072000
felelotlennek;2;7072001
felet;7;7072003
feletti;4;7072010
felhalmozasanak;1;7072014
felhalmozodasa;1;7072015
felhasznalasarol;2;7072016
felhivta;10;7072018
fellepest;2;7072028
felmeresei;1;7072030
felszerelnek;1;7072031
felteteleul;2;7072032
feltol;1;7072034
felugyelne;1;7072035
felvetelekhosszu;1;7072036
felvetette;2;7072037
fenti;16;7072039
fenyegette;1;7072055
figyelik;3;7072056
figyelmetszentelnek;1;7072059
fiktiv;3;7072060
finanszirozta;2;7072063
fizetes;1;7072065
fogalmazta;3;7072066
fogalmi;2;7072069
foglalt;7;7072071
fogni;2;7072078
fogyasztoi;9;7072080
fokapitany;3;7072089
fokozottan;1;7072092
fole;5;7072093
foljebb;1;7072098
folyamat;13;7072099
folyamatahoz;1;7072112
folyamatbol;1;7072113
folyamatok;7;7072114
folyjek;1;7072121
folyo;15;7072122
folytatasat;2;7072137
folytatott;15;7072139
fore;7;7072154
forint;24;7072161
forrasa;2;7072185
fovaros;7;7072187
frakciok;3;7072194
franciakormany;1;7072197
fuggetlenekhez;1;7072198
furcsallja;4;7072199
garanciakerdesekosszekeverese;1;7072203
gazdalkodo;2;7072204
gazdasaginapilap;1;7072206
gepkocsizo;1;7072207
gerillatamadasokat;1;7072208
gondolnak;3;7072209
gondozasaban;1;7072212
granatok;1;7072213
gyakorlatbol;1;7072214
gyakorlatellentetes;1;7072215
gyakorlatilag;13;7072216
gyerekek;8;7072229
gyogyszerellatas;1;7072237
gyogyszeripar;1;7072238
gyorskiepulesevel;1;7072239
gyozelem;4;7072240
gyozelmeivel;1;7072244
haborus;4;7072245
haborut;9;7072249
hajlando;11;7072258
hajtottakvegre;1;7072269
hallgat;3;7072270
halmaza;1;7072273
spekulacios;1;7072274
hangfelveteleket;1;7072275
harcban;5;7072276
harcteri;1;7072281
harmadik;20;7072282
hasbeen;1;7072302
hatalomvaltastkovetoen;1;7072303
hatalyos;5;7072304
hataroztak;2;7072309
hataskoret;3;7072311
hatosagkent;1;7072314
hatpontos;1;7072315
hatterbeszorultak;1;7072316
havi;17;7072317
hazankat;4;7072334
hazkertjebe;1;7072338
hazudnak;5;7072339
hazudozas;4;7072344
hazudozo;6;7072348
hazudozobajnok;1;7072354
hazugsagait;2;7072355
hazugsagot;5;7072357
helyen;19;7072362
helyezik;4;7072381
helyzet;24;7072385
helyzetfelismeresevel;1;7072409
hetekbennem;1;7072410
hetfon;18;7072411
hiabavalo;4;7072429
hibaja;4;7072433
hirben;2;7072437
hiret;3;7072439
hisz;10;7072442
hitelcsomagja;1;7072452
hitelminositesu;1;7072453
hivatalba;2;7072454
hivatalt;5;7072456
hivei;7;7072461
hogymeghivja;1;7072468
holdudvaruk;1;7072469
hosszu;19;7072470
hozzajuk;6;7072489
hurra;3;7072495
optimizmus;3;7072498
idegesseg;1;7072501
tardos;2;7072502
ideje;22;7072504
idonkent;8;7072526
idoszakban;7;7072534
igazgatoja;12;7072541
igazifokolomposokra;1;7072553
igen;32;7072554
igeneredmenyes;1;7072586
igennyel;1;7072587
igenyelne;1;7072588
igerte;5;7072589
igyekszik;7;7072594
illesztest;1;7072601
illetekesek;6;7072602
illetve;33;7072608
ilyesmiketallitani;1;7072641
imahazakat;1;7072642
importvamkivetes;1;7072643
improvizacio;1;7072644
indokolja;4;7072645
inflaciomegfekezeserol;1;7072649
inflacioval;4;7072650
informaciszerint;1;7072654
intezkedesre;1;7072655
intezkedett;2;7072656
intezmenyeiket;1;7072658
intezmenyekaprilis;1;7072659
intezmenyekbiztonsaga;1;7072660
ipar;4;7072661
iparagak;2;7072665
iranya;1;7072667
iranyitva;1;7072668
iratok;2;7072669
irhato;3;7072671
isinditvanyoztak;1;7072674
ismert;19;7072675
ismertetesevel;2;7072694
ismetelten;5;7072696
ismutatja;1;7072701
iteli;7;7072702
ittcsalni;1;7072709
izraelita;4;7072710
jaratainak;1;7072714
jarorok;1;7072715
javareszet;1;7072716
javaslat;8;7072717
javaslatot;16;7072725
aggalyosnak;3;7072741
javasolt;3;7072744
javulas;1;7072747
jegyzekre;1;7072748
jelennek;6;7072749
jelenti;26;7072755
jelento;3;7072781
jelentosebb;1;7072784
jelet;3;7072785
jelkepes;3;7072788
jobbkozepalternativa;1;7072791
jogosult;2;7072792
jogosultsaga;1;7072794
jollehet;3;7072795
joval;11;7072798
jovedelemkent;1;7072809
jovedelmekbol;1;7072810
jovorol;2;7072811
jutalmul;2;7072813
juto;4;7072815
juttatni;2;7072819
kanadai;3;7072821
kanyaritott;3;7072824
kapcsolatosrendezvenyek;1;7072827
kapta;9;7072828
karosultjai;1;7072837
karpotlas;7;7072838
kategoriak;3;7072845
kategorikus;2;7072848
kedden;10;7072850
kedvezett;1;7072860
kedvezotlennek;1;7072861
kelet;24;7072862
europaiviszonylatban;1;7072886
keleti;11;7072887
kelleldonteni;1;7072898
kellett;29;7072899
kelloeredmenyt;1;7072928
kepespolitizalni;1;7072929
kepest;24;7072930
kepet;3;7072954
kepviselok;22;7072957
kepviselot;4;7072979
kerdesekrol;5;7072983
kerdesere;6;7072988
kerdesrol;5;7072994
kerdestigenyel;1;7072999
kerdez;2;7073000
keresek;1;7073002
keretbe;1;7073003
kereteben;14;7073004
kertek;8;7073018
kerultek;14;7073026
kervenyezte;2;7073040
keszitettmunkaanyagot;1;7073042
kettevalasautan;1;7073043
kevesebb;18;7073044
kevessel;1;7073062
kezben;4;7073063
kezdemenyezte;3;7073067
kezdodtek;1;7073070
kezebol;7;7073071
kezelesere;2;7073078
kezere;2;7073080
kiadasanakjogat;1;7073082
kiadoi;2;7073083
kiaramlott;1;7073085
kiarusitasa;1;7073086
kidolgozta;1;7073087
mindinkabb;2;7073088
kifizetesenek;2;7073090
kihagytak;1;7073092
kihallgatasaval;1;7073093
kijelenteseit;2;7073094
leszogezte;18;7073096
kijelentesevel;4;7073114
kilepettek;1;7073118
kilepoket;1;7073119
kimutatott;1;7073120
kinevezeset;3;7073121
kisebbsegben;2;7073124
kiszakad;1;7073126
kiszakadt;2;7073127
kitort;3;7073129
kivanjak;10;7073132
kivannak;10;7073142
kiveteleveltamogatasukrol;1;7073152
kivitte;1;7073153
kivuli;8;7073154
kizarva;3;7073162
koalicios;24;7073165
kollegiumot;1;7073189
kommunistakkal;3;7073190
komolyan;4;7073193
komolyanmegvaltoztatna;1;7073197
komolytalannaknevezte;1;7073198
koncepciok;1;7073199
konszenzust;2;7073200
kontrollt;2;7073202
korebenfillerekert;1;7073204
kormanya;5;7073205
kormanyfoazt;1;7073210
kormanyfot;2;7073211
kormanynak;21;7073213
kormanyozni;3;7073234
kormanypartiszimpatizansoknak;1;7073237
kormanytagok;1;7073238
kormanyzat;16;7073239
kormanyzati;19;7073255
korszakaban;3;7073274
korul;13;7073277
korulmeny;3;7073290
korusban;2;7073293
koszonheto;4;7073295
kotelezettseg;4;7073299
kotelezettsegvallalas;1;7073303
kotelezettsegvallalasokurugyen;1;7073304
kovetezteben;1;7073305
kovetkezteben;16;7073306
kozbiztonsagiallomany;1;7073322
kozeleben;7;7073323
kozelgo;4;7073330
kozepe;2;7073334
kozeposztalyt;2;7073336
kozgyogyellatas;1;7073338
kozgyogyellatasi;1;7073339
kozgyulesen;3;7073340
kozigazgatasi;10;7073343
kozlest;1;7073353
kozolt;11;7073354
kozolte;31;7073365
kozremukodott;1;7073396
koztudott;2;7073397
kozvelemeny;18;7073399
kulcsszerepe;2;7073417
kulfoldi;30;7073419
kulfoldiek;7;7073449
kulfoldre;10;7073456
kulon;19;7073466
kulonbozo;15;7073485
kulonleges;8;7073500
kulonnemu;1;7073508
kulso;17;7073509
kulturorokseg;1;7073526
kuzdo;3;7073527
laparrol;1;7073530
lat;16;7073531
latogatast;4;7073547
latszik;19;7073551
latta;23;7073570
latvanyosanfogadta;1;7073593
kulturalt;2;7073594
leallitjak;1;7073596
leegyertelmuen;1;7073597
legertekesebb;3;7073598
legnagyobbkedvezmenyt;1;7073601
legterbol;1;7073602
legujabb;18;7073603
legujabbhazugsagmestermuve;1;7073621
legy;1;7073622
szeru;3;7073623
lehetosege;9;7073626
lenyege;6;7073635
lepesekor;1;7073641
lepeset;1;7073642
lepest;5;7073643
lepett;11;7073648
lepodikmeg;1;7073659
leszogeztek;1;7073660
letminimum;6;7073661
letoreset;1;7073667
letorolnek;1;7073668
letrehozandotorteneti;1;7073669
letrehozasa;5;7073670
letrehozasat;7;7073675
letrehozna;1;7073682
letrehozni;4;7073683
letrehozottbirosagi;1;7073687
lett;35;7073688
lettek;8;7073723
levegoben;1;7073731
leveltarban;1;7073732
leveltari;2;7073733
lezajlottspontan;1;7073735
liberalisoknak;2;7073736
barany;4;7073738
liberalizmus;12;7073742
lobogo;2;7073754
loditani;1;7073756
maganiositas;1;7073757
maganositani;1;7073758
maganositasbabevonja;1;7073759
maganszektor;1;7073760
magantoke;1;7073761
magasadoterhek;1;7073762
magatartastilalmarol;1;7073763
szlovak;15;7073764
magyarhazudozovilagbajnoksag;1;7073779
magyarhonban;1;7073780
magyarlaktaszerb;1;7073781
magyarosztalyanak;1;7073782
majusban;1;7073783
majustol;1;7073784
mara;13;7073785
maradando;3;7073798
maradni;6;7073801
maradt;26;7073807
maradtak;5;7073833
markijelentette;1;7073838
masodik;17;7073839
masok;18;7073856
megakadalyozni;4;7073874
megalakulasaval;1;7073878
megalakuljon;1;7073879
megallapitani;2;7073880
megallapitja;4;7073882
megallasi;1;7073886
megallithatatlan;1;7073887
megbeszelesen;6;7073888
megbeszelesrol;1;7073894
megbizasabol;4;7073895
megbizatasa;1;7073899
megerositett;1;7073900
megerositette;10;7073901
meghonosodott;1;7073911
megiscsak;2;7073912
megjeleno;5;7073914
megkaphatja;1;7073919
megkerdezettek28;1;7073920
megkezdodott;8;7073921
megmaradt;6;7073929
megneki;1;7073935
megnyilt;3;7073936
megoldasi;2;7073939
megorizni;2;7073941
megorizte;2;7073943
megorzese;4;7073945
megszallt;2;7073949
megszigoritasok;1;7073951
megtalalni;4;7073952
megtortent;9;7073956
megvasaroltvallalatoknal;1;7073965
melle;11;7073966
mellett;34;7073977
mely;29;7074011
melybol;3;7074040
melyert;1;7074043
menniysege;1;7074044
merenyletet;3;7074045
merenyletrol;1;7074048
meri;5;7074049
merleg;13;7074054
merlegekben;1;7074067
mersekelt;9;7074068
merthitler;1;7074077
mertakkor;1;7074078
merteke;9;7074079
mertsem;1;7074088
mezesmadzagkent;1;7074089
mezogazdasagcsodbejuttatasa;1;7074090
midnenki;2;7074091
mikozben;23;7074093
militarycomplex;1;7074116
milliardft;1;7074117
milliardforintot;1;7074118
milliardoskotelezettsegvallalast;1;7074119
milliardottamassza;1;7074120
mindehhez;5;7074121
mindenkinyiltan;1;7074126
mindhatarozottabb;1;7074127
mindig;29;7074128
mindnyajanolvashattunk;1;7074157
miniszterekrangsoraban;1;7074158
miniszteri;7;7074159
minisztertelnokkijelentette;1;7074166
mintlengyelorszag;1;7074167
modositasa;7;7074168
modositasanyoman;1;7074175
modosult;1;7074176
modszere;2;7074177
mohiatomeromuvet;1;7074179
mondat;10;7074180
mondatja;1;7074190
mondja;24;7074191
mondta;35;7074215
mostmar;2;7074250
mukodesenekkoltsege;1;7074252
mukodesi;6;7074253
mukodhet;1;7074259
mukodtekkozre;1;7074260
multrol;2;7074261
munkacsoport;3;7074263
eskujenek;1;7074266
munkaszuneti;1;7074267
munkavallalok;7;7074268
munkavallalokat;1;7074275
musoraban;3;7074276
mutat;10;7074279
mutatjak;13;7074289
mutatoval;1;7074302
muve;2;7074303
nagykanizsai;2;7074305
nagykoveteivel;1;7074307
nap;19;7074308
napirenden;1;7074327
napokban;15;7074328
monus;4;7074343
negyparti;1;7074347
nehezebb;7;7074348
nehezsegek;1;7074355
intenziv;1;7074356
nemegyszer;2;7074357
nemengedhette;1;7074359
nemesett;1;7074360
nemet;25;7074361
nemlehet;6;7074386
nemnyilatkozik;1;7074392
nempolitikai;1;7074393
nemzetizaszlo;1;7074394
nemzetkozikonferenciajara;1;7074395
nepjoleti;16;7074396
nepszerukifejezesek;1;7074412
nepszerusegi;2;7074413
nepszerutlen;1;7074415
nevesitesevel;1;7074416
nomenklatura;3;7074417
nonszensz;1;7074420
notprevent;1;7074421
nyakunkba;2;7074422
nyelven;7;7074424
nyelvu;4;7074431
nyilatkozatat;3;7074435
nyilvanossag;6;7074438
nyilvanvaloanelfogult;1;7074444
nyomdaban;1;7074445
nyomorbadontesevel;1;7074446
nyomozati;1;7074447
nyomozohivatalaert;1;7074448
nyomozohivatalra;2;7074449
oarulasukhoz;1;7074451
odaallnak;1;7074452
odaallni;1;7074453
okmanyainakkicserelesevel;1;7074454
okoza;1;7074455
olasz;11;7074456
olyanhireket;1;7074467
onkormanyzat;12;7074468
oriasivagyonvesztes;1;7074480
orokebe;1;7074481
orokolt;3;7074482
orosz;31;7074485
orszagbol;7;7074516
orszagoselnoksege;1;7074523
orultet;2;7074524
ossze;25;7074526
osszegbol;2;7074551
osszegek;5;7074553
osszegekert;1;7074558
osszeomlas;4;7074559
osszeomolhat;1;7074563
osszesitett;2;7074564
osztaly;4;7074566
ott;39;7074570
parkoloban;1;7074609
partallam;2;7074610
partbol;4;7074612
partnerekmegegyeztek;1;7074616
partot;13;7074617
parttagkonyve;1;7074630
bekeharccal;1;7074631
peldaul;26;7074632
penz;25;7074658
penzen;3;7074683
penzintezetfelfuggesztett;1;7074686
penzromlasra;1;7074687
penzugyminiszter;18;7074688
penzugyminiszteriumtol;1;7074706
penzugyminiszternek;3;7074707
piacokon;1;7074710
piacot;4;7074711
piacvesztese;1;7074715
pillanataban;1;7074716
pimaszsagot;1;7074717
politikainomenklaturanak;1;7074718
politikajat;5;7074719
politikumnakantall;1;7074724
pontos;10;7074725
pontosabb;1;7074735
pontra;4;7074736
pontraemelkedett;1;7074740
pontrol;1;7074741
portfolioja;1;7074742
poszton;1;7074743
pozitiviranyban;1;7074744
privatizacio;10;7074745
privatizacion;1;7074755
privatizacios;17;7074756
privatizaciosbevetelek;2;7074773
privatizaciosstrategia;1;7074775
privatizaciot;1;7074776
privatizaciotehat;1;7074777
probaljak;4;7074778
profitnak;1;7074782
radikalizacio;1;7074783
rajtuk;6;7074784
rangjara;1;7074790
rangukoztisztviselo;1;7074791
ratifikacios;2;7074792
reformokba;1;7074794
regen;10;7074795
regi;33;7074805
regisztralt;6;7074838
rendelkezhet;1;7074844
rendelkezik;10;7074845
rendezeseugyeben;1;7074855
rendezesi;2;7074856
rendorfokapitanya;1;7074858
rendorseget;2;7074859
rendszer;30;7074861
rendszere;4;7074891
rendszerenek;3;7074895
reprivatizacios;1;7074898
repulnek;2;7074899
repuloteren;1;7074901
reszbenonkormanyzati;1;7074902
resze;29;7074903
reszesiti;2;7074932
reszvenyesek;1;7074934
reszvetelevel;2;7074935
reteg;8;7074937
retege;3;7074945
revolverezni;1;7074948
riporterei;1;7074949
rogzito;1;7074950
rola;17;7074951
rovidmegbeszelest;1;7074968
sajatossagga;1;7074969
sajtoertekezleten;1;7074970
semlepett;1;7074971
semmint;2;7074972
semsikerult;2;7074974
semszandeka;1;7074976
senki;24;7074977
sikerul;11;7075001
sincs;23;7075012
soran;21;7075035
specialis;4;7075056
spontan;2;7075060
stabilizacio;10;7075062
surget;3;7075072
surgettek;1;7075075
szabadrablasa;2;7075076
szabadrablasra;1;7075078
szabott;1;7075079
szakadar;7;7075080
szakadatlanpolarizacio;1;7075087
szakleveltarkent;1;7075088
szakmai;15;7075089
szamabanjelentett;1;7075104
szamit;13;7075105
szamito;4;7075118
szamol;5;7075122
szamoltamortizacioja;1;7075127
szamonkereskor;1;7075128
szamottevoen;1;7075129
szamviteli;2;7075130
szavazassal;4;7075132
szavazatukat;2;7075136
szavazott;9;7075138
szazalek;21;7075147
szazaleka;20;7075168
szazalekinflacio;1;7075188
szekhazaban;3;7075189
szemelyek;7;7075192
szemelyesambiciok;1;7075199
szempontok;6;7075200
szentsegenek;1;7075206
szeptemberben;6;7075207
szerb;15;7075213
szerencses;5;7075228
szerencsesnek;1;7075233
szerepelt;5;7075234
szereplo;6;7075239
szerepvallalasat;2;7075245
szeretne;14;7075247
szerinti;8;7075261
szerk;23;7075269
szertartasok;1;7075292
szervezet;23;7075293
szervezeti;3;7075316
szervezetonallo;1;7075319
szerzodest;16;7075320
szinte;28;7075336
szintere;1;7075364
szitokszokentemlegetett;1;7075365
szobol;1;7075366
szoesik;1;7075367
szofiai;2;7075368
szokas;6;7075370
szolgalta;3;7075376
szolnak;5;7075379
szolo;29;7075384
szolvakuncze;1;7075413
szorgalmazta;4;7075414
szorgalmaztak;1;7075418
szot;22;7075419
szoveg;11;7075441
szovivo;8;7075452
szuk;10;7075460
szulettek;5;7075470
szunt;3;7075475
tablakat;1;7075478
tagu;5;7075479
takonykormanyra;1;7075484
talalkozot;5;7075485
talaltakkezigranatokat;1;7075490
tamogatasokfelulvizsgalatat;1;7075491
tamogatni;5;7075492
targyalasan;1;7075497
targyalasokat;9;7075498
tartalmanakmegismeresere;1;7075507
tarthatatlan;3;7075508
tartjak;17;7075511
tartott;23;7075528
tartottak;14;7075551
tartozas;5;7075565
tartozast;2;7075570
tavalyit;1;7075572
tavasza;2;7075573
tavozasa;2;7075575
tavozasat;1;7075577
tavozo;2;7075578
tavoztak;2;7075580
tavu;5;7075582
technologiai;1;7075587
tehatlenyegeben;1;7075588
teheto;7;7075589
tekintelyes;5;7075596
telepeknel;1;7075601
teljesennyilvanvaloan;1;7075602
teljesvagyonerteknek;1;7075603
templomnak;2;7075604
tenderek;1;7075606
tenni;23;7075607
terhere;2;7075630
termekei;2;7075632
termekeiket;2;7075634
termelt;1;7075636
termeszetesenmagyar;1;7075637
teruleteket;6;7075638
terve;5;7075644
tervezetet;7;7075649
tervezett;20;7075656
tesz;14;7075676
tetelek;1;7075690
tettest;2;7075691
tilalom;2;7075693
tilos;3;7075695
tisztesseghez;1;7075698
tisztessegtelen;2;7075699
titkos;16;7075701
tizrendbeli;1;7075717
torussia;1;7075718
tobbletbevetelekkamatmegtakaritasainak;1;7075719
tobbletet;1;7075720
tobbseg;12;7075721
tobbsege;16;7075733
tobbseget;6;7075749
tobbszoriatszallassal;1;7075755
toke;8;7075756
tokeletesen;11;7075764
tomegesen;3;7075775
tomegesse;2;7075778
torekveseket;3;7075780
toronymagasan;1;7075783
tortenesz;5;7075784
torvennyel;3;7075789
torvenyjavaslatot;5;7075792
tud;29;7075797
tudpeto;1;7075826
tudja;31;7075827
tudna;9;7075858
tudtakizarolagosan;1;7075867
tulajdonba;4;7075868
tulajdonhanyad;1;7075872
tulajdonos;5;7075873
tulajdonosok;5;7075878
tulajdonosokat;1;7075883
tulajdonosoknk;1;7075884
tulajdonviszonyok;3;7075885
tulelesunk;4;7075888
tullihegni;1;7075892
tuzszunet;1;7075893
tuzvezetesre;1;7075894
ugrasszeruenmegemelkedtek;1;7075895
ugyanakkor;29;7075896
ugyeket;2;7075925
ugyenem;1;7075927
ugyeszsegetes;1;7075928
ugyeszsegetnevezi;1;7075929
ugynoktorveny;2;7075930
ulesezett;1;7075932
unnepek;1;7075933
katonai;19;7075934
uralom;7;7075953
usinga;1;7075960
utak;5;7075961
utasitasara;1;7075966
uzembe;1;7075967
vadirat;1;7075968
vadlott;3;7075969
vadolja;9;7075972
vagykuncze;1;7075981
vagya;3;7075982
vagyonanak;2;7075985
vagyonertekhez;1;7075987
vagyonerteknek;1;7075988
vagyonmentesnekfeltuntetett;1;7075989
vagyonosszege;1;7075990
vagyonvesztes;1;7075991
vagyunk;26;7075992
valakiakiben;1;7076018
valamennyidokumentumot;1;7076019
valasa;1;7076020
valaszolva;6;7076021
valaszthat;1;7076027
valasztotta;7;7076028
valasztottak;7;7076035
vallalasarol;1;7076042
vallalati;6;7076043
vallalatok;10;7076049
vallalatokatszerezte;1;7076059
vallalkozasokalapitasat;1;7076060
vallalti;1;7076061
vallaltok;1;7076062
valojaban;16;7076063
valoravaltani;1;7076079
valtja;2;7076080
valtozott;7;7076082
vamorseg;3;7076089
vasarolta;1;7076092
vazoljon;1;7076093
vedelemben;1;7076094
vegbe;2;7076095
veglegesen;5;7076097
vegyiparstb;1;7076102
velemenye;18;7076103
velik;6;7076121
veszelye;6;7076127
veszelyeztetett;5;7076133
vesztegetessel;1;7076138
vezerelt;2;7076139
vezereltek;1;7076141
vezerigazgatojat;1;7076142
vezet;17;7076143
vezetocsoport;1;7076160
vezetoinek;5;7076161
visszaszoritasara;2;7076166
viszonyban;5;7076168
viszonyitjuk;2;7076173
vitajaban;3;7076175
vitapont;1;7076178
vitat;10;7076179
vitatargyava;1;7076189
vitatkoznak;4;7076190
vitatkozni;4;7076194
voltbankelnokot;1;7076198
voltelokeszitett;1;7076199
voltminiszterelnok;1;7076200
vonhat;1;7076201
vontak;6;7076202
zajlik;9;7076208
zarhatott;1;7076217
zaszlaja;3;7076218
zaszlobontasa;1;7076221
zoldet;1;7076222
zsebre;1;7076223
amennyiben;17;7076224
anyunak;1;7076241
areginalra;1;7076242
eljott;3;7076243
szolasszabadsag;5;7076246
atmeneti;9;7076251
elkepzelhetetlen;4;7076260
fenyes;5;7076264
helyes;12;7076269
revizionista;2;7076281
izmus;1;7076283
kesei;1;7076284
optimizmusa;1;7076285
reakcios;3;7076286
tenyekhez;1;7076289
tenyekkel;5;7076290
terepeken;1;7076295
tortenelmi;26;7076296
trojai;1;7076322
faurissonnak;1;7076323
cdr;1;7076324
fnm;2;7076325
fpcd;1;7076327
sztalin;6;7076328
rakosi;7;7076334
hanyan;3;7076341
msz;1;7076344
batthyany;11;7076345
botrany;10;7076356
gyermekpornografia;2;7076366
nemeth;11;7076368
vico;4;7076379
pdsr;3;7076383
tsik;4;7076386
zrinyi;1;7076390
gratulalunk;4;7076391
lasd;6;7076395
100th;1;7076401
rolnaploszam;1;7076402
10n;2;7076403
10nemzet;3;7076405
targy;1;7076408
akcioban;2;7076409
allnak;8;7076411
azaltal;7;7076419
alabbiakban;1;7076426
aleksander;5;7076427
